"word.subject","word.cluster_labels","word.question_type","word.score","word.sentiment_score"
1,17,"willing",20,-0.771744713187218
1,5,"willing",62,0.75802755355835
1,13,"willing",61,0.573689103126526
1,23,"willing",100,0.714885711669922
1,4,"willing",73,0.731200695037842
1,4,"willing",44,-0.728010952472687
1,20,"willing",91,-0.747337371110916
1,14,"willing",39,-0.565425992012024
2,4,"willing",60,0.700961112976074
2,16,"willing",65,0.660681486129761
2,18,"willing",84,0.738454341888428
2,5,"willing",25,0.664202928543091
2,15,"willing",10,0.716869711875916
2,10,"willing",55,0.695410847663879
2,12,"willing",28,-0.757560282945633
2,19,"willing",91,0.571426868438721
3,24,"willing",30,0.391091346740723
3,1,"willing",30,0.638033032417297
3,18,"willing",91,0.444761276245117
3,13,"willing",30,0.320042848587036
3,8,"willing",100,0.402666091918945
3,12,"willing",60,0.270068049430847
3,12,"willing",95,-0.711745262145996
3,13,"willing",10,0.414975047111511
4,21,"willing",6,-0.709005445241928
4,1,"willing",23,-0.771744713187218
4,25,"willing",100,0.695410847663879
4,12,"willing",43,0.710372924804688
4,7,"willing",50,-0.271403670310974
4,12,"willing",47,0.543074131011963
4,21,"willing",65,-0.156125068664551
4,7,"willing",0,0.731200695037842
5,16,"willing",50,0.391091346740723
5,2,"willing",0,-0.317578494548798
5,15,"willing",0,0.678370833396912
5,8,"willing",60,-0.356299221515656
5,6,"willing",0,-0.788854420185089
5,2,"willing",0,-0.798667669296265
5,16,"willing",0,-0.757560282945633
5,24,"willing",0,0.700961112976074
6,18,"willing",76,0.391091346740723
6,0,"willing",89,0.75802755355835
6,1,"willing",0,-0.728010952472687
6,0,"willing",63,0.442355394363403
6,0,"willing",61,0.233093976974487
6,0,"willing",100,0.508263111114502
6,19,"willing",83,-0.549875050783157
6,6,"willing",20,0.670098781585693
7,24,"willing",36,0.548390865325928
7,18,"willing",65,0.642176866531372
7,14,"willing",10,-0.803444087505341
7,3,"willing",92,0.763096928596497
7,0,"willing",71,-0.470828771591187
7,15,"willing",30,-0.739865243434906
7,20,"willing",39,-0.764777109026909
7,22,"willing",93,0.78659188747406
8,12,"willing",93,0.391091346740723
8,18,"willing",48,0.638033032417297
8,0,"willing",91,0.738454341888428
8,13,"willing",31,0.521633505821228
8,7,"willing",8,-0.761645391583443
8,0,"willing",100,0.738454341888428
8,26,"willing",100,-0.757172673940659
8,7,"willing",100,0.642176866531372
9,12,"willing",50,0.466552972793579
9,6,"willing",9,-0.788779139518738
9,9,"willing",19,-0.531803667545319
9,26,"willing",50,0.731200695037842
9,1,"willing",0,-0.767173245549202
9,5,"willing",50,0.374200105667114
9,25,"willing",19,-0.484326183795929
9,16,"willing",18,-0.161953628063202
10,7,"willing",9,-0.765659347176552
10,4,"willing",51,0.660681486129761
10,10,"willing",39,-0.0930331349372864
10,23,"willing",98,0.759617209434509
10,7,"willing",41,-0.771744713187218
10,10,"willing",81,0.374200105667114
10,13,"willing",30,-0.757560282945633
10,16,"willing",31,0.731200695037842
11,10,"willing",75,-0.721023887395859
11,12,"willing",100,-0.253814160823822
11,0,"willing",50,0.374200105667114
11,12,"willing",90,0.742148160934448
11,12,"willing",80,0.731200695037842
11,13,"willing",100,0.707043170928955
11,13,"willing",90,-0.680414855480194
11,8,"willing",100,-0.4788738489151
12,2,"willing",0,-0.771744713187218
12,0,"willing",54,0.695410847663879
12,13,"willing",35,-0.535250902175903
12,8,"willing",70,0.742148160934448
12,18,"willing",62,0.731200695037842
12,2,"willing",5,-0.424350440502167
12,26,"willing",47,-0.757560282945633
12,20,"willing",52,-0.58281946182251
13,4,"willing",48,0.660681486129761
13,10,"willing",50,-0.424350440502167
13,0,"willing",61,0.245904684066772
13,12,"willing",62,0.731200695037842
13,0,"willing",70,0.21867835521698
13,26,"willing",61,0.758896827697754
13,0,"willing",81,0.700512170791626
13,7,"willing",66,0.37063467502594
14,1,"willing",0,-0.835734352469444
14,6,"willing",0,-0.779227450489998
14,5,"willing",55,0.457461595535278
14,23,"willing",72,0.731200695037842
14,16,"willing",61,-0.666727006435394
14,6,"willing",2,-0.515980362892151
14,6,"willing",30,-0.764777109026909
14,14,"willing",8,-0.764777109026909
15,2,"willing",27,0.391091346740723
15,17,"willing",5,-0.74870041012764
15,12,"willing",51,-0.180331110954285
15,13,"willing",65,0.635981798171997
15,7,"willing",23,-0.36501157283783
15,2,"willing",31,-0.186173796653748
15,8,"willing",39,-0.757560282945633
15,7,"willing",67,0.78659188747406
16,25,"willing",67,0.335939645767212
16,26,"willing",91,0.695410847663879
16,25,"willing",100,0.374200105667114
16,19,"willing",81,0.731200695037842
16,19,"willing",73,-0.470828771591187
16,18,"willing",100,0.695410847663879
16,26,"willing",82,0.674097537994385
16,0,"willing",71,0.78659188747406
17,20,"willing",0,0.557807087898254
17,15,"willing",0,-0.167389512062073
17,15,"willing",0,0.678370833396912
17,21,"willing",0,0.521633505821228
17,2,"willing",0,-0.779227450489998
17,6,"willing",0,-0.190789461135864
17,20,"willing",0,-0.156125068664551
17,21,"willing",70,0.708225727081299
18,20,"willing",0,-0.0745089650154114
18,6,"willing",0,0.48602294921875
18,0,"willing",25,0.457461595535278
18,1,"willing",0,-0.771744713187218
18,6,"willing",0,0.731200695037842
18,0,"willing",60,0.75802755355835
18,1,"willing",5,-0.591646939516068
18,1,"willing",0,-0.826947867870331
19,19,"willing",40,0.695410847663879
19,16,"willing",65,0.743591904640198
19,25,"willing",30,0.678370833396912
19,23,"willing",25,0.537293791770935
19,17,"willing",10,-0.771744713187218
19,23,"willing",20,-0.764777109026909
19,13,"willing",70,-0.757560282945633
19,19,"willing",70,0.590556859970093
20,0,"willing",72,0.695410847663879
20,26,"willing",55,0.738454341888428
20,9,"willing",45,0.374200105667114
20,26,"willing",62,-0.617924124002457
20,0,"willing",73,0.731200695037842
20,15,"willing",10,-0.816255614161491
20,13,"willing",64,-0.757560282945633
20,1,"willing",11,-0.779227450489998
21,2,"willing",4,-0.773200288414955
21,2,"willing",0,-0.726624071598053
21,8,"willing",63,0.738454341888428
21,12,"willing",23,-0.0745089650154114
21,1,"willing",2,-0.771744713187218
21,15,"willing",9,-0.180331110954285
21,8,"willing",64,-0.757560282945633
21,15,"willing",28,-0.660026460886002
22,25,"willing",45,0.695410847663879
22,25,"willing",60,-0.228060901165009
22,23,"willing",40,-0.573507249355316
22,23,"willing",60,0.714885711669922
22,13,"willing",15,-0.505137056112289
22,25,"willing",5,-0.667535901069641
22,6,"willing",0,-0.75482189655304
22,15,"willing",0,-0.274528503417969
23,0,"willing",15,0.695410847663879
23,16,"willing",10,0.571426868438721
23,16,"willing",0,-0.666805267333984
23,6,"willing",5,-0.790761336684227
23,1,"willing",0,-0.778673276305199
23,4,"willing",1,-0.650366872549057
23,1,"willing",0,-0.518516272306442
23,19,"willing",20,0.466552972793579
24,14,"willing",4,0.391091346740723
24,5,"willing",65,-0.642010241746902
24,10,"willing",65,0.270068049430847
24,26,"willing",100,0.724303126335144
24,0,"willing",100,-0.790915548801422
24,10,"willing",80,0.738454341888428
24,15,"willing",70,-0.188717424869537
24,19,"willing",100,0.452675938606262
25,26,"willing",18,0.198688626289368
25,0,"willing",100,0.759617209434509
25,19,"willing",18,0.569373607635498
25,5,"willing",0,0.569373607635498
25,1,"willing",0,-0.760498642921448
25,19,"willing",100,0.731200695037842
25,12,"willing",100,-0.591646939516068
25,1,"willing",0,-0.755544096231461
26,21,"willing",40,-0.0825422406196594
26,26,"willing",100,0.743591904640198
26,3,"willing",70,0.374200105667114
26,7,"willing",72,0.742148160934448
26,1,"willing",9,-0.760498642921448
26,8,"willing",45,-0.728010952472687
26,24,"willing",65,-0.595013201236725
26,6,"willing",39,-0.680414855480194
27,20,"willing",0,-0.784131273627281
27,21,"willing",5,-0.601549535989761
27,18,"willing",62,-0.278412461280823
27,8,"willing",60,0.742148160934448
27,6,"willing",0,-0.769211456179619
27,8,"willing",9,-0.424350440502167
27,20,"willing",0,-0.757560282945633
27,19,"willing",72,-0.193140745162964
28,7,"willing",5,0.557807087898254
28,17,"willing",2,-0.784131273627281
28,0,"willing",72,0.374200105667114
28,12,"willing",84,0.742148160934448
28,13,"willing",92,0.700512170791626
28,20,"willing",19,0.609671711921692
28,7,"willing",66,0.674097537994385
28,17,"willing",3,-0.680414855480194
29,1,"willing",0,-0.816255614161491
29,15,"willing",54,0.335939645767212
29,13,"willing",64,-0.713686496019363
29,8,"willing",83,0.731200695037842
29,6,"willing",0,-0.760498642921448
29,15,"willing",4,0.680166959762573
29,2,"willing",7,-0.764777109026909
29,1,"willing",0,-0.771744713187218
30,19,"willing",96,0.357367515563965
30,3,"willing",89,0.695410847663879
30,7,"willing",73,0.374200105667114
30,5,"willing",10,-0.773184135556221
30,1,"willing",0,-0.431646764278412
30,25,"willing",27,-0.690130531787872
30,6,"willing",0,-0.431646764278412
30,18,"willing",100,-0.0347154140472412
31,0,"willing",40,-0.788358569145203
31,0,"willing",88,0.713557720184326
31,19,"willing",55,-0.209695935249329
31,13,"willing",55,-0.170616209506989
31,6,"willing",4,-0.814884692430496
31,12,"willing",75,0.6376713514328
31,0,"willing",100,-0.156125068664551
31,8,"willing",81,0.0589542388916016
32,19,"willing",72,0.391091346740723
32,19,"willing",45,0.731200695037842
32,25,"willing",60,0.738454341888428
32,5,"willing",42,0.731200695037842
32,7,"willing",9,0.0578113794326782
32,25,"willing",17,0.508263111114502
32,7,"willing",55,-0.156125068664551
32,19,"willing",60,0.78659188747406
33,26,"willing",100,0.731200695037842
33,3,"willing",100,0.763096928596497
33,10,"willing",100,0.738454341888428
33,24,"willing",100,0.662636518478394
33,26,"willing",100,0.344143509864807
33,22,"willing",100,0.374200105667114
33,8,"willing",100,0.21867835521698
33,26,"willing",100,0.78659188747406
34,20,"willing",0,-0.778576478362083
34,13,"willing",70,0.405173659324646
34,8,"willing",92,0.678370833396912
34,13,"willing",21,-0.666727006435394
34,13,"willing",86,0.731200695037842
34,5,"willing",40,-0.674454778432846
34,8,"willing",100,-0.595013201236725
34,13,"willing",61,-0.680414855480194
35,19,"willing",70,0.590556859970093
35,7,"willing",70,0.695410847663879
35,25,"willing",81,0.374200105667114
35,12,"willing",40,0.742148160934448
35,23,"willing",3,-0.470828771591187
35,16,"willing",60,0.374200105667114
35,12,"willing",95,-0.757560282945633
35,8,"willing",100,0.590556859970093
36,23,"willing",13,-0.733958572149277
36,20,"willing",27,-0.802049145102501
36,2,"willing",0,-0.739865243434906
36,25,"willing",8,0.743591904640198
36,11,"willing",0,-0.802049145102501
36,24,"willing",70,0.738454341888428
36,14,"willing",0,-0.680414855480194
36,19,"willing",60,0.195933938026428
37,16,"willing",15,-0.305513978004456
37,8,"willing",20,-0.505137056112289
37,26,"willing",25,0.374200105667114
37,12,"willing",40,0.742148160934448
37,8,"willing",65,0.731200695037842
37,26,"willing",20,0.713557720184326
37,12,"willing",60,0.690699458122253
37,26,"willing",20,0.78659188747406
38,15,"willing",15,0.391091346740723
38,7,"willing",9,-0.675742328166962
38,5,"willing",30,0.414975047111511
38,23,"willing",30,-0.639607906341553
38,0,"willing",80,-0.505137056112289
38,26,"willing",35,0.374200105667114
38,7,"willing",76,-0.757560282945633
38,21,"willing",15,0.78659188747406
39,17,"willing",0,-0.771744713187218
39,3,"willing",10,0.724982976913452
39,21,"willing",19,-0.569750815629959
39,24,"willing",20,-0.788888514041901
39,12,"willing",100,0.731200695037842
39,9,"willing",9,-0.754491046071053
39,10,"willing",10,-0.711745262145996
39,12,"willing",90,0.78659188747406
40,9,"willing",24,-0.764777109026909
40,3,"willing",85,0.695410847663879
40,12,"willing",50,-0.756154701113701
40,17,"willing",45,-0.505137056112289
40,7,"willing",50,0.674097537994385
40,12,"willing",68,0.245904684066772
40,0,"willing",80,-0.156125068664551
40,22,"willing",74,0.78659188747406
41,3,"willing",85,0.391091346740723
41,26,"willing",80,0.638033032417297
41,8,"willing",92,0.374200105667114
41,23,"willing",75,0.642146825790405
41,22,"willing",25,0.6376713514328
41,3,"willing",95,0.0690457820892334
41,8,"willing",60,-0.793742701411247
41,8,"willing",100,0.78659188747406
42,8,"willing",6,0.790867328643799
42,12,"willing",4,0.743591904640198
42,21,"willing",5,0.433952331542969
42,2,"willing",2,-0.574658811092377
42,8,"willing",7,-0.525312900543213
42,2,"willing",0,-0.737428963184357
42,13,"willing",8,0.590556859970093
42,7,"willing",1,0.736944437026978
43,17,"willing",0,-0.0137680172920227
43,3,"willing",0,-0.574081420898438
43,4,"willing",0,-0.535250902175903
43,11,"willing",0,-0.771744713187218
43,11,"willing",0,-0.119235992431641
43,14,"willing",0,0.0690457820892334
43,12,"willing",28,-0.567534536123276
43,26,"willing",30,0.195933938026428
44,4,"willing",65,0.391091346740723
44,22,"willing",16,0.638033032417297
44,4,"willing",71,-0.234929323196411
44,14,"willing",0,0.419940948486328
44,15,"willing",6,-0.792643219232559
44,16,"willing",14,0.391091346740723
44,13,"willing",87,-0.156125068664551
44,2,"willing",0,-0.771744713187218
45,1,"willing",21,0.649226784706116
45,16,"willing",29,-0.317578494548798
45,16,"willing",39,0.680166959762573
45,23,"willing",45,0.590730786323547
45,21,"willing",54,0.21867835521698
45,5,"willing",34,0.391091346740723
45,20,"willing",4,-0.740360110998154
45,26,"willing",51,0.670098781585693
46,2,"willing",16,-0.778576478362083
46,25,"willing",16,-0.521409273147583
46,21,"willing",55,-0.728010952472687
46,12,"willing",93,0.633119344711304
46,21,"willing",0,-0.505137056112289
46,26,"willing",64,-0.186173796653748
46,20,"willing",0,-0.747337371110916
46,22,"willing",13,0.466552972793579
47,0,"willing",60,0.391091346740723
47,3,"willing",75,0.571426868438721
47,18,"willing",84,0.220730304718018
47,12,"willing",65,0.742148160934448
47,0,"willing",75,0.674097537994385
47,26,"willing",80,0.374200105667114
47,0,"willing",91,-0.747337371110916
47,19,"willing",98,-0.0209064483642578
48,0,"willing",70,0.695410847663879
48,0,"willing",50,0.695410847663879
48,19,"willing",60,0.374200105667114
48,0,"willing",70,0.714885711669922
48,0,"willing",60,0.21867835521698
48,0,"willing",70,0.738454341888428
48,19,"willing",60,-0.156125068664551
48,19,"willing",70,0.627710700035095
49,19,"willing",100,-0.304470658302307
49,3,"willing",100,0.759617209434509
49,19,"willing",100,0.743591904640198
49,18,"willing",95,0.695410847663879
49,0,"willing",100,0.731200695037842
49,19,"willing",95,0.738454341888428
49,19,"willing",97,-0.156125068664551
49,19,"willing",100,0.695410847663879
50,8,"willing",100,0.391091346740723
50,1,"willing",0,-0.768006309866905
50,1,"willing",0,-0.739865243434906
50,16,"willing",43,0.313746333122253
50,8,"willing",54,0.487629055976868
50,1,"willing",0,-0.788779139518738
50,1,"willing",39,-0.825471818447113
50,8,"willing",100,0.642176866531372
51,5,"willing",0,-0.574903130531311
51,23,"willing",100,0.738454341888428
51,10,"willing",81,0.374200105667114
51,26,"willing",49,0.674097537994385
51,26,"willing",60,0.700512170791626
51,25,"willing",92,0.695410847663879
51,19,"willing",92,0.590556859970093
51,19,"willing",81,-0.305513978004456
52,14,"willing",57,0.48602294921875
52,2,"willing",1,-0.785388320684433
52,12,"willing",72,0.374200105667114
52,8,"willing",97,0.70619523525238
52,2,"willing",3,-0.559883236885071
52,20,"willing",18,-0.798667669296265
52,20,"willing",28,-0.728010952472687
52,2,"willing",5,-0.814335599541664
53,21,"willing",25,-0.30104649066925
53,9,"willing",50,0.0105235576629639
53,18,"willing",55,-0.0930331349372864
53,24,"willing",40,0.201978445053101
53,0,"willing",50,-0.42878383398056
53,6,"willing",45,0.0690457820892334
53,20,"willing",30,-0.292811334133148
53,8,"willing",60,-0.326417088508606
54,20,"willing",3,0.391091346740723
54,12,"willing",3,0.660681486129761
54,13,"willing",0,-0.666805267333984
54,10,"willing",9,0.6376713514328
54,8,"willing",81,0.592597484588623
54,12,"willing",5,0.374200105667114
54,16,"willing",9,-0.76291199028492
54,15,"willing",0,0.0589542388916016
55,26,"willing",100,0.763096928596497
55,23,"willing",100,-0.332378149032593
55,18,"willing",100,0.220730304718018
55,12,"willing",100,0.674097537994385
55,1,"willing",0,-0.771744713187218
55,19,"willing",80,-0.424350440502167
55,13,"willing",100,0.21867835521698
55,13,"willing",65,-0.779227450489998
56,8,"willing",45,0.75802755355835
56,2,"willing",0,-0.771744713187218
56,2,"willing",0,-0.728010952472687
56,2,"willing",0,-0.795571208000183
56,13,"willing",0,-0.64439383149147
56,1,"willing",0,-0.73030099272728
56,15,"willing",50,0.674097537994385
56,2,"willing",0,-0.761301696300507
57,18,"willing",5,-0.635335892438889
57,12,"willing",0,0.695410847663879
57,9,"willing",0,0.678370833396912
57,16,"willing",0,0.751473665237427
57,1,"willing",0,-0.725869178771973
57,9,"willing",0,0.638033032417297
57,25,"willing",0,-0.757560282945633
57,1,"willing",0,0.0760346651077271
58,2,"willing",0,-0.818902403116226
58,2,"willing",0,-0.533860832452774
58,21,"willing",13,0.330546140670776
58,2,"willing",0,-0.771744713187218
58,8,"willing",51,0.731200695037842
58,2,"willing",0,0.433952331542969
58,20,"willing",0,-0.586760878562927
58,8,"willing",85,0.78659188747406
59,5,"willing",25,-0.401459991931915
59,2,"willing",0,-0.756154701113701
59,2,"willing",10,-0.424350440502167
59,7,"willing",40,0.738454341888428
59,7,"willing",40,0.335939645767212
59,2,"willing",0,-0.7577785551548
59,13,"willing",30,-0.773200288414955
59,2,"willing",9,-0.771744713187218
60,2,"willing",0,-0.80050952732563
60,21,"willing",0,-0.167389512062073
60,16,"willing",0,-0.807989463210106
60,7,"willing",0,0.603157520294189
60,5,"willing",0,-0.505137056112289
60,1,"willing",0,-0.68180313706398
60,1,"willing",0,-0.830285847187042
60,22,"willing",0,-0.193140745162964
61,8,"willing",100,0.391091346740723
61,2,"willing",0,-0.771744713187218
61,13,"willing",69,0.374200105667114
61,2,"willing",0,-0.788358569145203
61,2,"willing",0,-0.771744713187218
61,8,"willing",100,0.374200105667114
61,8,"willing",74,-0.188717424869537
61,8,"willing",100,0.670098781585693
62,2,"willing",0,-0.401459991931915
62,0,"willing",62,0.731200695037842
62,18,"willing",3,0.75802755355835
62,12,"willing",5,0.742148160934448
62,1,"willing",0,0.674097537994385
62,0,"willing",100,0.374200105667114
62,15,"willing",0,-0.305513978004456
62,1,"willing",4,0.552592277526855
63,6,"willing",0,-0.784131273627281
63,6,"willing",0,-0.784131273627281
63,5,"willing",0,-0.728010952472687
63,5,"willing",20,0.521633505821228
63,9,"willing",91,0.731200695037842
63,24,"willing",0,-0.798667669296265
63,16,"willing",0,-0.814335599541664
63,14,"willing",0,-0.804886221885681
64,21,"willing",0,-0.811454877257347
64,0,"willing",40,-0.567199617624283
64,21,"willing",25,0.731200695037842
64,8,"willing",20,-0.356299221515656
64,25,"willing",10,0.731200695037842
64,8,"willing",60,0.738454341888428
64,13,"willing",45,-0.156125068664551
64,8,"willing",19,0.708293914794922
65,7,"willing",41,0.391091346740723
65,17,"willing",0,-0.739865243434906
65,17,"willing",0,-0.728010952472687
65,12,"willing",55,0.320042848587036
65,0,"willing",99,0.731200695037842
65,1,"willing",0,-0.725869178771973
65,13,"willing",65,-0.757560282945633
65,1,"willing",6,-0.677652537822723
66,19,"willing",10,-0.666727006435394
66,3,"willing",29,0.738454341888428
66,20,"willing",0,0.198688626289368
66,23,"willing",0,0.742148160934448
66,1,"willing",0,-0.505137056112289
66,7,"willing",19,-0.643076837062836
66,22,"willing",3,-0.36501157283783
66,19,"willing",25,0.453364014625549
67,8,"willing",100,0.695410847663879
67,23,"willing",100,0.638033032417297
67,13,"willing",90,0.374200105667114
67,23,"willing",40,-0.505137056112289
67,12,"willing",85,-0.505137056112289
67,10,"willing",80,0.374200105667114
67,12,"willing",80,-0.156125068664551
67,26,"willing",80,-0.505137056112289
68,26,"willing",30,-0.156125068664551
68,21,"willing",6,0.660681486129761
68,19,"willing",74,0.738454341888428
68,7,"willing",15,0.521633505821228
68,13,"willing",19,0.742148160934448
68,21,"willing",54,0.695410847663879
68,20,"willing",3,-0.757560282945633
68,4,"willing",9,0.172764897346497
69,2,"willing",0,-0.612575769424438
69,16,"willing",16,0.466552972793579
69,21,"willing",0,0.697143316268921
69,23,"willing",22,0.548390865325928
69,19,"willing",0,0.269824743270874
69,1,"willing",0,0.270068049430847
69,17,"willing",11,-0.156125068664551
69,1,"willing",0,-0.737778931856155
70,15,"willing",28,-0.766053304076195
70,7,"willing",84,0.662636518478394
70,0,"willing",100,0.75802755355835
70,12,"willing",70,0.742148160934448
70,13,"willing",19,-0.765659347176552
70,19,"willing",75,0.374200105667114
70,12,"willing",65,-0.156125068664551
70,25,"willing",80,0.736944437026978
71,21,"willing",5,-0.771744713187218
71,26,"willing",75,0.391091346740723
71,0,"willing",70,0.374200105667114
71,1,"willing",0,-0.771744713187218
71,2,"willing",10,0.674097537994385
71,4,"willing",10,-0.0745089650154114
71,5,"willing",30,-0.36501157283783
71,17,"willing",0,-0.739843457937241
72,1,"willing",18,-0.505137056112289
72,11,"willing",5,0.638033032417297
72,24,"willing",15,0.414975047111511
72,23,"willing",46,0.742148160934448
72,8,"willing",74,-0.470828771591187
72,20,"willing",5,-0.728010952472687
72,16,"willing",42,-0.156125068664551
72,13,"willing",7,0.638033032417297
73,26,"willing",43,-0.156125068664551
73,4,"willing",69,0.466552972793579
73,20,"willing",24,0.660681486129761
73,26,"willing",53,0.739808082580566
73,12,"willing",61,0.680447101593018
73,4,"willing",34,0.374200105667114
73,13,"willing",60,-0.757560282945633
73,0,"willing",71,0.78659188747406
