"","10","20","30","40","50","60","70","80","90","100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"random",30.8554677710136,31.4431145455663,31.4928639614497,31.7328610556921,32.7392155788671,32.771139492798,31.0572443989563,31.6676630290083,31.9812022395896,30.055020028077,30.2912833566736,30.6198346792914,32.1223945634025,32.4773821056206,31.3516474046245,30.8355922293226,31.3626775172002,32.1095064679099,31.8653623963068,32.8336666655373,31.6710307912736,32.8952697505121,30.8963777072346,32.1023171888688,30.5363520462172,31.6963925369566,31.5279102423492,30.7902260675636,32.2633688220981,31.3994190743403,32.1865335457685,32.174291991206,31.7536238641187,31.2310546595958,32.2624848380174,29.5039375702091,32.4762348315337,31.7801087797159,31.5277079982529,30.9164641280524,32.1724526275459,31.8655033525992,32.1550514477821,30.7022103930401,30.9171050340201,31.6780957652176,32.3323999854335,31.4055334498687,31.153827897156,31.4742874856463,32.2475272925558,31.8921367846101,31.0186099042074,32.0078689064428,33.1362963889572,31.2716927302196,30.6010873685088,31.798616938405,30.9619556069822,30.969651623024,31.2029519099134,31.0237565114743,32.0885530489868,31.4866351267122,31.3210679782621,31.0011283963042,30.9681214337681,31.9404178590465,32.0087929884013,32.6488834944413,32.0672887513143,31.6456862890014,31.7077179693487,31.0839131835824,31.7222798193168,30.4827088283419,30.7288104175002,31.4233321843978,32.1482380247658,32.6816927953326,31.6545561784208,32.0625037217326,31.3225432754033,31.4878022265262,32.5226350699864,31.9329621237678,31.990436495306,30.7292794505993,30.8801391410281,31.2785579883332,30.3045285389748,32.023373736944,30.5890497058536,30.7361476209621,31.3821267242854,31.1731280414047,31.837179323699,33.4182722755062,32.5668903518135,31.6811543395821
"Embeddings",28.1975478212149,29.0271789815297,28.7460891081915,29.0473378078718,29.4132248026424,28.9720482427708,30.006768189368,30.2285427445812,29.4622326668755,28.6989086941712,28.398513157762,27.7879471333943,28.6098373576486,30.4707517903761,29.2141730496696,28.1832946952794,29.2791322128561,29.8524109355758,29.2285467776521,30.5800758735837,29.0792281716675,31.0889443137473,28.5486213325214,29.8123130453063,27.7461967956786,29.430778873752,29.4187227864417,28.1641543087762,29.0258029836389,29.2897809042332,29.1037596576403,29.0389142486026,29.5884991995117,28.8141606489962,29.4191055749582,26.6627982058208,29.7647232194453,30.2596585307318,29.0649873815466,29.9545089902705,29.0999391340431,28.9398880648296,30.4526319946108,28.2357183476097,28.4233584559337,29.0901608739506,30.1190426897276,29.6868465041825,28.6072895339959,29.0169246269232,29.3318926763269,29.8313827856074,28.8493904370063,30.1526601636648,29.458285204623,29.61345405031,29.0947994793484,28.2058774492189,28.3884712045144,28.9825767402488,29.9298065369462,28.6161247426388,30.4516064204028,29.9158989408828,29.1491735009588,27.9118439304591,28.6576782794675,29.6578030454934,29.442978895421,28.047984083171,29.758188654571,28.6499302223295,29.3896784052491,29.2244776644088,29.2744687377002,28.2566350569812,28.53398325126,29.7237553515005,29.2617800832748,29.6396648488804,29.5318782721661,29.4738451571735,28.7991650408073,29.3401006471421,30.0679405320803,28.6422473205124,30.1503608448127,28.3512831914662,29.5174450188196,27.8215574789821,28.0695822606297,29.7197848253985,28.5340320883445,28.9145972065143,28.6879538660609,28.7651094421532,30.0549489584102,30.0921051298244,29.876784497799,29.0099435881463
"Interestingness",30.1344928241923,30.3959497848375,30.8489039464031,30.3529496324134,31.4001800739829,31.3694926821944,30.4679065101954,30.2109008695809,31.5280770270471,29.3848890715147,29.5861481781435,29.0228199279259,30.4312701964156,31.7361610371299,30.8082618048092,30.0749633402724,30.34211430613,30.8553271490113,31.2633368837739,31.9869370959928,30.5613624821973,31.3001672715971,30.4470951171405,31.5186578014266,30.058638525474,30.2745587234755,30.1359108765593,30.1555794071929,31.2252605971973,30.4695181710578,31.2287646428884,31.112529382376,30.6818550383595,30.7634130775251,31.1828451659065,29.0565004291398,31.1263904651612,31.0114316981883,29.6075497848249,30.3586440214972,30.9356094978552,30.6496551526993,31.2408066027491,30.0323098613065,29.8853643385864,30.7313845941827,31.1521855862423,30.3647405116181,30.1747521745225,30.9337342083757,31.0440759335273,30.1350535095534,30.2395968877124,30.5677961807555,31.4002429995841,31.0574399614772,29.9831642835207,31.1490700729208,29.9463540237358,30.7737365216909,30.2941320648623,30.0876285039391,31.806442762513,30.9474407757801,30.4200222393057,30.7583763078137,30.3723888928349,30.6401413569163,29.9913757269661,30.9258317032523,30.891976361043,30.8324309042064,30.834018414333,30.1250880010679,30.7939321528123,29.5120886341211,29.7258670137795,31.269083220071,30.572154345925,31.5304402747911,30.8405277364838,31.302353180535,30.1879075181473,30.0790704874235,31.2848557270716,30.7425774514038,30.8687451805161,30.2805343360757,30.4345250077092,30.0988532213539,29.7611283205517,30.9505478761026,30.1209767232239,29.8814101368168,30.7392442738802,30.123655307564,31.0990554701798,31.6921011747461,31.2552435518505,30.5324633628721
"Sentiment Score",22.2132403145215,21.952206470221,22.1565963927452,23.4752873129499,22.7445481049559,22.3360380113497,23.1347544950311,23.1362852025583,21.8604253931773,22.2545755688272,21.9056462559078,21.5887360268912,23.2023178736576,23.7949906410272,23.088666344211,22.2860395777697,21.1992786457913,22.760135465067,22.2503573742123,23.0664954486081,21.1464098515767,23.949331800566,22.5903100717495,24.1699323557457,21.3754014400737,22.6008577811261,22.9783574035266,21.3734208673133,21.9359091406494,22.9188307353349,22.7843856193899,22.603029727641,21.8730396079184,23.4230197526381,21.869014438556,22.054445350943,23.0235622807924,23.3565187032629,22.0834036546011,22.142896438171,23.0904993155303,22.1343764169964,22.9536347515417,22.9137481149034,22.2618637768857,22.4858351842158,22.1448529870801,22.9271952017434,21.9614416465002,22.3343999424397,22.4625954412977,22.4932256483805,22.5847580160267,23.1477973016279,22.3263427557244,22.3115451182131,22.5912913317331,21.9868523915319,22.3587131027461,22.9921860855609,23.1749058745756,22.6383767148623,24.1843003903509,22.903915276714,22.7937769232773,22.7581008271053,21.4512214068263,21.4951367757198,21.658430381534,22.0854886406385,22.9232335443651,20.9849394386488,23.3079134031073,21.8738633461975,21.5900554351872,22.7911912602294,22.2211395203515,23.5690867892524,23.0116342196851,22.902686218845,21.9304248428201,21.8405640718915,22.9161914087473,22.5931300774967,23.7979205111836,21.9315467596448,23.6753360512334,21.3047294669301,22.4009334973532,22.7390510258926,22.5343347448913,22.6253153828359,22.8446875099665,21.5144131419797,22.3274075108018,21.6277033910454,23.4014003543805,22.7627470759799,23.4512653650568,22.1292909144048
"Maximum",30.4299305096495,31.2996370652517,30.9055301000676,31.1676313258335,31.9547747548456,32.5076450932446,30.7095240238471,31.4350687853114,31.2620871339086,29.3787106137709,30.0155953097681,30.3602841643017,32.0040242446108,31.9862842468957,30.5978558958231,30.3575093312395,31.1553926340543,31.2867190890791,31.3208740670999,32.0508975804593,31.0609571230004,32.5878616473231,30.5770675199944,31.4369632933632,30.3208046239744,31.4805630631144,30.8982427033344,30.2540122389358,31.5937324684244,30.8783612183587,31.4839668481852,31.8353042150035,30.8672498613581,30.4917491496555,32.2692663002609,28.922833507385,31.8908613433176,31.7940485516712,31.1946297876571,30.3546554761605,31.5615675422262,31.563497669899,31.9774089714842,30.4254412542681,30.3036399445443,30.9783078961394,32.0748978055361,30.9944297704398,30.4865756740406,30.7119519471205,32.0291649527033,31.4056325485014,30.8499945147861,31.4824693538282,33.0640773895828,30.8146796475993,29.7989770213422,31.1260572217816,30.2827557063214,30.279422498803,30.8220392220046,30.4473386724385,31.250497791542,30.8119935936517,30.9480798793031,30.2778859058698,30.3888415230974,31.5123661562131,31.9725927717277,32.6801939670123,31.8799322197251,31.2953600341127,31.2871749226753,30.4782577321423,31.2900278367735,29.8822343595313,30.2467755351455,31.1215510058923,31.4777543430341,32.1113961428279,31.0535331611622,31.3332086684804,31.0329923756888,31.2321385478753,31.8905987720437,31.6351404291697,31.6765429923526,30.0397685774908,30.3703247331829,30.8391852430784,29.7990286961932,31.7555089120576,30.0549110214045,30.5200333394298,30.7289558140376,30.2671029936369,31.4840618982074,32.8396953416444,31.9087786950216,31.7520810845385
"Minimum",29.3655855018569,29.4720809748837,29.6023673792019,28.7986675273939,29.8002623148805,30.7167362413544,29.9739445573662,28.9286472847447,30.7824427196909,28.3829437102326,29.0452747880122,28.7398924773384,28.831527237277,30.7779396428688,30.1673705590527,28.933619054941,29.3769915946811,29.8640799179352,29.2479762329192,30.8896664208002,29.3316823934008,30.6910895150861,29.6468513139995,30.5304272518699,28.9696344789338,29.5014912875075,28.7943389718657,28.5497403039386,30.512012928448,29.2527789742919,30.2278560948674,29.2392465291304,28.837292608081,30.2358383852422,30.7737904067297,27.6544252433234,29.6768453509188,30.3792397116138,29.2781449993884,29.515839888564,29.7839413203149,29.6378098811023,30.718677195441,30.3338504249945,28.2551378106005,29.7687393578864,30.4254658509407,28.7622035266827,28.3583980725418,29.7844151134994,29.478754525727,29.6681209241623,30.015228449354,30.4256389934043,30.3290721098472,29.4306333590694,28.7361002750913,29.4080969681523,28.8628884047249,29.5959268872428,28.9054453481392,29.1563426650048,30.5834740526628,30.7831472760395,29.4742470184178,29.4784197327761,29.0852581908681,29.3273741436165,28.9920577428283,30.1093070270787,29.6041108125795,28.71783152456,30.3593010037764,29.2592851236161,29.8606254774233,28.1350865075405,28.7069540962019,30.8440854165607,29.3089078725774,30.9984319089172,29.9635777613388,30.3218290657467,28.6304445888039,29.6758026700032,30.0044682567959,29.7537989384272,29.8531190573028,29.0192523466874,29.6242794125834,29.0120326736351,28.4840871703758,29.8495500292258,29.5617506377067,29.4735226574829,29.2569644162784,29.4351240153755,29.9916598078434,30.1421172516727,30.1777687276236,29.5240750451639
"End Value",25.6921052282226,25.0805115005707,26.3083556229263,25.3459020824589,25.6965607294751,26.1644713641284,25.5685931232085,25.4508524256427,25.1741633228909,25.1450075684882,24.2234844446101,24.9544231236342,26.5551301315715,26.3394752767014,25.204084465042,26.2341164670264,24.7679013519611,25.0727682110203,26.4120816982803,25.7497811027048,25.7235016586515,26.9113404934422,24.7691975726445,25.2337479825812,25.2923401939046,26.9266040472404,25.3518115462547,25.0488890721681,25.4008819517561,24.8457953329636,26.55969205435,26.5732889207498,25.3462846257062,23.9647641862905,26.9842647783432,24.3983285035123,25.7895458069815,26.1549883656868,25.4678025599258,24.2023998858883,25.5667794615668,25.6255456716136,25.8023922329203,25.558170269465,25.6616507574952,25.7268711194134,26.1092086829637,26.2798495819122,24.4332515077189,24.7792912622684,25.7237467565756,26.5302425572747,24.5099180223051,25.820314193969,27.3544154399146,25.7350596178281,25.0000296846651,24.9753896305265,24.6486355749571,25.1783204872949,25.4726117021902,24.6376566187323,27.2671652055076,26.2064112908399,25.8036237031389,24.7837399656645,24.9880102654343,24.703750704319,26.1980576285127,25.4533638230703,26.862471967013,26.1484964032392,25.9744270229056,25.3830007434503,24.159550719177,24.2880324368668,24.8949650826939,25.9382404569315,25.3220990663488,26.4891487464585,24.7487351872363,25.0788819726682,25.1797565142825,26.870325233481,26.635895335625,25.3520397488904,26.5838220581811,23.9542884234849,25.9314021280275,25.1212198859977,24.4486377289967,24.9891835372381,25.9370687764681,25.5783968980222,25.4870279966184,23.8631446802217,25.9080117801323,25.6563104097372,26.702792653065,27.0607825687112
"Number of
Peaks",30.5614254690692,30.5226610032655,30.6522916741494,31.1840573714306,31.8299273444612,32.2764102484774,30.5563228866908,30.4794240959924,31.4851770675984,29.357149067178,29.6280959396978,30.0723623459147,31.2986451891076,31.5862961870224,31.1805495540009,30.2064843440733,30.2736981918967,31.1414033407661,31.4678416651963,32.0957909331261,30.8853734415066,32.4497213379047,30.1918965167692,31.6545592538537,29.8140514831493,30.9947074600877,30.718751918161,30.0253634124011,31.508066920993,30.6408315064847,31.1984523058408,31.6896436104308,31.2810180794156,30.4112457305631,31.5710221650744,29.0180279053268,31.7438913236491,31.5738749664848,30.6091068258987,29.8127300910554,31.1243027035154,31.3437739651654,31.5991600031546,30.0492608000201,30.2710223673333,31.1722179829101,31.433979902652,30.636362431968,30.2784262531046,31.0432430108491,31.5537745460887,30.7173560069126,30.304008512374,30.9492303430257,31.9703501426256,30.8562860698029,30.4690707047337,31.3175384641186,30.2214143953973,30.7426921028076,30.9266565006855,30.2111591583283,31.5152763324534,30.7254097332151,30.7812266528563,30.9543879705583,30.4419655247413,31.3075365401801,30.7136426374421,31.4651025642974,31.2833406798675,30.7026673917728,31.2030357956446,30.0553178365167,30.7227900169356,30.036890729355,30.4797825950356,31.6014664018364,31.443253137373,31.4928313108864,31.0347121022776,31.1534606805699,30.6084003611862,30.7360090179706,31.8389926529425,31.460687875788,31.0011082640924,30.4697496835088,30.161339979792,30.4775824827173,30.0474217752073,31.2164966116072,29.9849732051833,30.0203952171839,30.7937325695695,30.4987805190819,31.1830106721787,32.3203553882904,31.7354606926206,31.1714109469617
"Number of
Valleys",30.7975643247845,31.4372379191485,31.4767789124108,31.7589024461258,32.6867076903878,32.7564239270539,31.0341749925481,31.6283371144258,31.8910108631818,29.9645650616751,30.1889358271396,30.6552320313029,32.0955308376726,32.4540184169692,31.2454238509469,30.8288907675752,31.3459788963562,32.1114860966511,31.8453147806844,32.7059189093007,31.6762063957136,32.9269603386702,30.7785735197289,32.0718518424281,30.5346653926096,31.5815373163933,31.4432639530626,30.8747468144148,32.2071572433627,31.3866866533161,32.2472547477623,32.1738855314107,31.6717340952315,31.165255047427,32.2183745179167,29.427055837158,32.5391263790537,31.6636147393731,31.4864939116212,30.8566842648413,32.1481988132645,31.8527174321311,32.0978355552882,30.6641962969594,30.841065303578,31.6724609223997,32.3716137303006,31.370936867597,31.1800938657953,31.3246126378592,32.1824179867409,32.0445557967094,30.9801896230606,31.9712332780049,33.1953609255616,31.2598804007682,30.4438925075133,31.6923317028323,30.9172402721843,30.9245043716905,31.227047719554,31.0430370546677,32.0270461003521,31.4046996255696,31.3572547100866,30.8585682070431,30.8692773606185,32.0262611803733,32.0342107988918,32.6663780967463,32.0975230184867,31.7295715723016,31.7528816254618,31.1651768479985,31.6496002292138,30.3742305163126,30.6489662090372,31.3416561637701,32.0329183484133,32.7058199443129,31.5627295023114,32.0034724098251,31.3619092838662,31.5175943582317,32.5527724959631,31.8140119703097,31.9319811482198,30.6318912108442,30.8119435128791,31.3123416745843,30.1835861467026,32.0089454377413,30.5322840664345,30.7252099334361,31.2434308665333,31.0464318173331,31.8527494313405,33.5282319516056,32.669840714162,31.7133195162047
"Number of
Extrema",30.878267419873,31.1745271377755,31.2268078882509,31.551277787223,32.5400454894092,32.6550540490957,30.9163383728541,31.3639097243932,31.9698701600639,29.9225210878767,30.2414236943801,30.3995942364571,31.9241321699551,32.218408665916,31.509526231039,30.6637046527143,31.0615229780371,31.8272536035636,31.7513198925722,32.6681640640808,31.3888772767513,32.7501400010433,30.8411098943194,32.0607237573307,30.3668287337951,31.635434019771,31.3805708730283,30.4932930995963,32.0861297990807,31.2132966515788,31.8538767746077,32.0381593905769,31.7390651925354,31.0750662767869,32.1233007514093,29.3355770674494,32.1867111064794,31.9350513670703,31.2853807508259,30.6514693130476,31.9241782427234,31.7543530169544,32.0722603171601,30.4914329894517,30.8834935573885,31.4483569457242,32.0706976232929,31.2477378416144,30.7922618552231,31.5874025426223,32.1437581363403,31.3971684888282,30.839085758138,31.7326174501226,32.7471322586742,31.1509035852317,30.822363530012,31.8361281789543,30.7954237869913,30.9705379071294,31.2197470281653,30.8955938333421,32.0419836117059,31.3136511895976,31.1899816882966,31.2068685981761,30.9173412729854,31.6805465807236,31.5894473214793,32.2829314203609,31.8801610090425,31.3470960202951,31.5657364813329,30.6893342688442,31.5545907023143,30.4460962836628,30.7993117806846,31.7151010710106,31.9737243291164,32.3619899256448,31.5715401833695,31.8665106509211,31.0607026698904,31.2476544969597,32.2943705153378,31.909050751728,31.7775798490721,30.7861051296202,30.7347968565949,31.0081901173533,30.4221337296433,31.8242089462525,30.6017051667643,30.5610088287914,31.3380262681249,31.1556443255122,31.5609174687376,33.0114669399124,32.2795488527883,31.5584396501544
